id,title,start,attestation_year,fclasses,end,title_uri,ccodes,variants,types,aat_types,matches,lat,lon,geowkt,geo_source,geo_id,description,title_source
rue-a,Brzeźno Gdańskie,,1940,P,,https://doi.org/10.5281/zenodo.10665221,PL,Brzezno,Gemeinde,300000809,,54.40365,18.63144,,geonames,gn:3102343,A settlement where German-speaking resettlers whose origins lay outside the borders of the German Reich were settled and given a farm during the 1939/1940 'Heim ins Reich' propaganda campaign.,
rue-a,Gmina Dłutów,,1940,A,,https://doi.org/10.5281/zenodo.10665221,PL,Dlutow,Gemeinde,300000809,,51.5677,19.3757,,geonames,gn:7532216,A settlement where German-speaking resettlers whose origins lay outside the borders of the German Reich were settled and given a farm during the 1939/1940 'Heim ins Reich' propaganda campaign.,
rue-a,Łanięta,,1940,P,,https://doi.org/10.5281/zenodo.10665221,PL,Lanieta,Gemeinde,300008372,,52.3617,19.28,,The Genealogical Gazetteer (GOV),http://gov.genealogy.net/ANIITAJO92PI,A settlement where German-speaking resettlers whose origins lay outside the borders of the German Reich were settled and given a farm during the 1939/1940 'Heim ins Reich' propaganda campaign.,
rue-a,Bartochów,,1940,P,,https://doi.org/10.5281/zenodo.10665221,PL,Bartochow,Gemeinde,300008372,,51.6717,18.6242,,The Genealogical Gazetteer (GOV),http://gov.genealogy.net/BARCHWJO91HQ,A settlement where German-speaking resettlers whose origins lay outside the borders of the German Reich were settled and given a farm during the 1939/1940 'Heim ins Reich' propaganda campaign.,
rue-a,Bałucz,,1940,P,,https://doi.org/10.5281/zenodo.10665221,PL,Balicz;Balucz;Balusz,Gemeinde,300008372,,51.6346,19.061,,The Genealogical Gazetteer (GOV),http://gov.genealogy.net/BAUUCZJO91MP,A settlement where German-speaking resettlers whose origins lay outside the borders of the German Reich were settled and given a farm during the 1939/1940 'Heim ins Reich' propaganda campaign.,
rue-a,Bełchatówek,,1940,P,,https://doi.org/10.5281/zenodo.10665221,PL,Belchatowek,Gemeinde,300008372,,51.3836,19.3686,,The Genealogical Gazetteer (GOV),http://gov.genealogy.net/BECWEKJO91QJ,A settlement where German-speaking resettlers whose origins lay outside the borders of the German Reich were settled and given a farm during the 1939/1940 'Heim ins Reich' propaganda campaign.,
rue-a,Bogumiłów,,1940,P,,https://doi.org/10.5281/zenodo.10665221,PL,Blaszki-Bartochow;Bogumilow,Gemeinde,300008372,,51.5474,18.7525,,The Genealogical Gazetteer (GOV),http://gov.genealogy.net/BOGMIWJO91JN,A settlement where German-speaking resettlers whose origins lay outside the borders of the German Reich were settled and given a farm during the 1939/1940 'Heim ins Reich' propaganda campaign.,
rue-a,Brójce,,1940,P,,https://doi.org/10.5281/zenodo.10665221,PL,Brojce,Gemeinde,300008372,,51.6644,19.648,,The Genealogical Gazetteer (GOV),http://gov.genealogy.net/BRJJCEJO91TP,A settlement where German-speaking resettlers whose origins lay outside the borders of the German Reich were settled and given a farm during the 1939/1940 'Heim ins Reich' propaganda campaign.,
rue-a,Brudzew,,1940,P,,https://doi.org/10.5281/zenodo.10665221,PL,Brudzew;Brudzow,Gemeinde,300008372,,52.0995,18.6043,,The Genealogical Gazetteer (GOV),http://gov.genealogy.net/BRUZEWJO92HC,A settlement where German-speaking resettlers whose origins lay outside the borders of the German Reich were settled and given a farm during the 1939/1940 'Heim ins Reich' propaganda campaign.,
rue-a,Bujny Szlacheckie,,1940,P,,https://doi.org/10.5281/zenodo.10665221,PL,Bujny Schlacheckie;Bujny Szlacheckie;Bujny-Schlacheckie,Gemeinde,300008372,,51.4669,19.2833,,The Genealogical Gazetteer (GOV),http://gov.genealogy.net/BUJKIEJO91PL,A settlement where German-speaking resettlers whose origins lay outside the borders of the German Reich were settled and given a farm during the 1939/1940 'Heim ins Reich' propaganda campaign.,
rue-a,Ceków,,1940,P,,https://doi.org/10.5281/zenodo.10665221,PL,Cekow (Treuensiegen),Gemeinde,300008372,,51.8922,18.298,,The Genealogical Gazetteer (GOV),http://gov.genealogy.net/CEKEKWJO91DV,A settlement where German-speaking resettlers whose origins lay outside the borders of the German Reich were settled and given a farm during the 1939/1940 'Heim ins Reich' propaganda campaign.,
rue-a,Charłupia Mała,,1940,P,,https://doi.org/10.5281/zenodo.10665221,PL,Charlupia Mala,Gemeinde,300008372,,51.6202,18.6784,,The Genealogical Gazetteer (GOV),http://gov.genealogy.net/CHAMAAJO91IO,A settlement where German-speaking resettlers whose origins lay outside the borders of the German Reich were settled and given a farm during the 1939/1940 'Heim ins Reich' propaganda campaign.,
rue-a,Chociw,,1940,P,,https://doi.org/10.5281/zenodo.10665221,PL,Chociw,Gemeinde,300008372,,51.3934,19.0019,,The Genealogical Gazetteer (GOV),http://gov.genealogy.net/CHOCIWJO91MJ,A settlement where German-speaking resettlers whose origins lay outside the borders of the German Reich were settled and given a farm during the 1939/1940 'Heim ins Reich' propaganda campaign.,
rue-a,Chełmno,,1940,P,,https://doi.org/10.5281/zenodo.10665221,PL,Culm;Kulm;Chelmno;Chelmno (Culmhof),Gemeinde,300008372,,53.35,18.42,,The Genealogical Gazetteer (GOV),http://gov.genealogy.net/CULULMJO93FI,A settlement where German-speaking resettlers whose origins lay outside the borders of the German Reich were settled and given a farm during the 1939/1940 'Heim ins Reich' propaganda campaign.,
rue-a,Czerniejewo,,1940,P,,https://doi.org/10.5281/zenodo.10665221,PL,Czerniejewo;Schwarzenau;Czarniejowo (Schwarzenau),Gemeinde,300008372,,52.4278,17.4894,,The Genealogical Gazetteer (GOV),http://gov.genealogy.net/CZEEW3JO82RK,A settlement where German-speaking resettlers whose origins lay outside the borders of the German Reich were settled and given a farm during the 1939/1940 'Heim ins Reich' propaganda campaign.,
rue-a,Czekanów,,1940,P,,https://doi.org/10.5281/zenodo.10665221,PL,Czekanow;Czekanow (Schackenau);Schackenau (Czekanow),Gemeinde,300008372,,51.67,17.88,,The Genealogical Gazetteer (GOV),http://gov.genealogy.net/CZENOWJO81WQ,A settlement where German-speaking resettlers whose origins lay outside the borders of the German Reich were settled and given a farm during the 1939/1940 'Heim ins Reich' propaganda campaign.,
rue-a,Dąbrowa Rusiecka,,1940,P,,https://doi.org/10.5281/zenodo.10665221,PL,Dabrowa Rusiecka;Dabrowa-Rusiecka,Gemeinde,300008372,,51.3372,18.9414,,The Genealogical Gazetteer (GOV),http://gov.genealogy.net/DBRCKAJO91LI,A settlement where German-speaking resettlers whose origins lay outside the borders of the German Reich were settled and given a farm during the 1939/1940 'Heim ins Reich' propaganda campaign.,
rue-a,Dobroń,,1940,P,,https://doi.org/10.5281/zenodo.10665221,PL,Dobron,Gemeinde,300008372,,51.6356,19.245,,The Genealogical Gazetteer (GOV),http://gov.genealogy.net/DOBBROJO91OP,A settlement where German-speaking resettlers whose origins lay outside the borders of the German Reich were settled and given a farm during the 1939/1940 'Heim ins Reich' propaganda campaign.,
rue-a,Gospodarz,,1940,P,,https://doi.org/10.5281/zenodo.10665221,PL,Gospodarz,Gemeinde,300008372,,51.6617,19.4481,,The Genealogical Gazetteer (GOV),http://gov.genealogy.net/GOSARZJO91RP,A settlement where German-speaking resettlers whose origins lay outside the borders of the German Reich were settled and given a farm during the 1939/1940 'Heim ins Reich' propaganda campaign.,
rue-a,Grabica,,1940,P,,https://doi.org/10.5281/zenodo.10665221,PL,Grabica,Gemeinde,300008372,,51.4799,19.5314,,The Genealogical Gazetteer (GOV),http://gov.genealogy.net/GRAICAJO91SL,A settlement where German-speaking resettlers whose origins lay outside the borders of the German Reich were settled and given a farm during the 1939/1940 'Heim ins Reich' propaganda campaign.,
rue-a,Górka Pabianicka,,1940,P,,https://doi.org/10.5281/zenodo.10665221,PL,Gorka Pabianice,Gemeinde,300008372,,51.6934,19.3179,,The Genealogical Gazetteer (GOV),http://gov.genealogy.net/GRKCKAJO91PQ,A settlement where German-speaking resettlers whose origins lay outside the borders of the German Reich were settled and given a farm during the 1939/1940 'Heim ins Reich' propaganda campaign.,
rue-a,Gruszczyce,,1940,P,,https://doi.org/10.5281/zenodo.10665221,PL,Gruszczyce,Gemeinde,300008372,,51.6072,18.4641,,The Genealogical Gazetteer (GOV),http://gov.genealogy.net/GRUYCEJO91FO,A settlement where German-speaking resettlers whose origins lay outside the borders of the German Reich were settled and given a farm during the 1939/1940 'Heim ins Reich' propaganda campaign.,
rue-a,Gruszczyn,,1940,P,,https://doi.org/10.5281/zenodo.10665221,PL,Gruszczyn,Gemeinde,300008372,,50.8728,20.1603,,The Genealogical Gazetteer (GOV),http://gov.genealogy.net/GRUZYNKO00BU,A settlement where German-speaking resettlers whose origins lay outside the borders of the German Reich were settled and given a farm during the 1939/1940 'Heim ins Reich' propaganda campaign.,
rue-a,Jastrzębniki,,1940,P,,https://doi.org/10.5281/zenodo.10665221,PL,Jastrzebniki (Vogelsang),Gemeinde,300008372,,51.8492,18.0303,,The Genealogical Gazetteer (GOV),http://gov.genealogy.net/JASIKIJO91AU,A settlement where German-speaking resettlers whose origins lay outside the borders of the German Reich were settled and given a farm during the 1939/1940 'Heim ins Reich' propaganda campaign.,
rue-a,Kamień,,1940,P,,https://doi.org/10.5281/zenodo.10665221,PL,Kamien Steinhofen;Kamienna (Steinhofen);Kamiona (Steinhofen),Gemeinde,300008372,,51.8227,18.2283,,The Genealogical Gazetteer (GOV),http://gov.genealogy.net/KAMMIEJO91CT,A settlement where German-speaking resettlers whose origins lay outside the borders of the German Reich were settled and given a farm during the 1939/1940 'Heim ins Reich' propaganda campaign.,
rue-a,Karszyn,,1940,P,,https://doi.org/10.5281/zenodo.10665221,PL,Karschin;Großheiden;Karschin,Gemeinde,300008372,,52.03,15.8641,,The Genealogical Gazetteer (GOV),http://gov.genealogy.net/KARHINJO72WA,A settlement where German-speaking resettlers whose origins lay outside the borders of the German Reich were settled and given a farm during the 1939/1940 'Heim ins Reich' propaganda campaign.,
rue-a,Karszew,,1940,P,,https://doi.org/10.5281/zenodo.10665221,PL,Karszew,Gemeinde,300008372,,52.1077,18.8879,,The Genealogical Gazetteer (GOV),http://gov.genealogy.net/KARZEWJO92KC,A settlement where German-speaking resettlers whose origins lay outside the borders of the German Reich were settled and given a farm during the 1939/1940 'Heim ins Reich' propaganda campaign.,
rue-a,Kościelec,,1940,P,,https://doi.org/10.5281/zenodo.10665221,PL,Koscielec (Kirchberg);Koscielec (Kirchdorf);Koscielec (Kirschdorf);Kirchberg;Kirschdorf;Kirchberg,Gemeinde,300008372,,52.1743,18.5707,,The Genealogical Gazetteer (GOV),http://gov.genealogy.net/KOCLECJO92GE,A settlement where German-speaking resettlers whose origins lay outside the borders of the German Reich were settled and given a farm during the 1939/1940 'Heim ins Reich' propaganda campaign.,
rue-a,Dęby Wolskie,,1940,P,,https://doi.org/10.5281/zenodo.10665221,PL,Kolonia Dęby Wolskie;Deby Wolskie + Kol. Deby,Gemeinde,300008372,,51.2964,18.9336,,The Genealogical Gazetteer (GOV),http://gov.genealogy.net/KOLKIEJO91LH,A settlement where German-speaking resettlers whose origins lay outside the borders of the German Reich were settled and given a farm during the 1939/1940 'Heim ins Reich' propaganda campaign.,
rue-a,Kruszów,,1940,P,,https://doi.org/10.5281/zenodo.10665221,PL,Kruszow,Gemeinde,300008372,,51.5814,19.5849,,The Genealogical Gazetteer (GOV),http://gov.genealogy.net/KRUSZWJO91TN,A settlement where German-speaking resettlers whose origins lay outside the borders of the German Reich were settled and given a farm during the 1939/1940 'Heim ins Reich' propaganda campaign.,
rue-a,Sieroszewice,,1940,P,,https://doi.org/10.5281/zenodo.10665221,PL,Langenheim;Sieroszowice (Langenheim),Gemeinde,300008372,,51.63,17.97,,The Genealogical Gazetteer (GOV),http://gov.genealogy.net/LANEIMJO81XP,A settlement where German-speaking resettlers whose origins lay outside the borders of the German Reich were settled and given a farm during the 1939/1940 'Heim ins Reich' propaganda campaign.,
rue-a,Lisków,,1940,P,,https://doi.org/10.5281/zenodo.10665221,PL,Liskow (Schöndorf),Gemeinde,300008372,,51.8331,18.3979,,The Genealogical Gazetteer (GOV),http://gov.genealogy.net/LISSKWJO91ET,A settlement where German-speaking resettlers whose origins lay outside the borders of the German Reich were settled and given a farm during the 1939/1940 'Heim ins Reich' propaganda campaign.,
rue-a,Lutomiersk,,1940,P,,https://doi.org/10.5281/zenodo.10665221,PL,Lutomiersk,Gemeinde,300008372,,51.7538,19.211,,The Genealogical Gazetteer (GOV),http://gov.genealogy.net/LUTRSKJO91OS,A settlement where German-speaking resettlers whose origins lay outside the borders of the German Reich were settled and given a farm during the 1939/1940 'Heim ins Reich' propaganda campaign.,
rue-a,Lututów,,1940,P,,https://doi.org/10.5281/zenodo.10665221,PL,Lututow-Landstetd,Gemeinde,300008372,,51.3703,18.4348,,The Genealogical Gazetteer (GOV),http://gov.genealogy.net/LUTUTWJO91FI,A settlement where German-speaking resettlers whose origins lay outside the borders of the German Reich were settled and given a farm during the 1939/1940 'Heim ins Reich' propaganda campaign.,
rue-a,Mazew,,1940,P,,https://doi.org/10.5281/zenodo.10665221,PL,Mazew;Mazow,Gemeinde,300008372,,52.1772,19.1212,,The Genealogical Gazetteer (GOV),http://gov.genealogy.net/MAZZEWJO92NE,A settlement where German-speaking resettlers whose origins lay outside the borders of the German Reich were settled and given a farm during the 1939/1940 'Heim ins Reich' propaganda campaign.,
rue-a,Mikstat,,1940,P,,https://doi.org/10.5281/zenodo.10665221,PL,Mikstadt (Mixstadt);Mixtad;Mixtadt;Mixstadt,Gemeinde,300008372,,51.5316,17.9715,,The Genealogical Gazetteer (GOV),http://gov.genealogy.net/MIXADTJO81XM,A settlement where German-speaking resettlers whose origins lay outside the borders of the German Reich were settled and given a farm during the 1939/1940 'Heim ins Reich' propaganda campaign.,
rue-a,Naramice,,1940,P,,https://doi.org/10.5281/zenodo.10665221,PL,Naramice (Armenau),Gemeinde,300008372,,51.2974,18.4321,,The Genealogical Gazetteer (GOV),http://gov.genealogy.net/NARICEJO91FH,A settlement where German-speaking resettlers whose origins lay outside the borders of the German Reich were settled and given a farm during the 1939/1940 'Heim ins Reich' propaganda campaign.,
rue-a,Niesułków,,1940,P,,https://doi.org/10.5281/zenodo.10665221,PL,Niesulkow,Gemeinde,300008372,,51.8876,19.6643,,The Genealogical Gazetteer (GOV),http://gov.genealogy.net/NIEUKWJO91TV,A settlement where German-speaking resettlers whose origins lay outside the borders of the German Reich were settled and given a farm during the 1939/1940 'Heim ins Reich' propaganda campaign.,
rue-a,Opatówek,,1940,P,,https://doi.org/10.5281/zenodo.10665221,PL,Opatowek (Spatenfeld);Opatowek (Spatenfelde);Spatenfelde,Gemeinde,300008372,,51.7394,18.2136,,The Genealogical Gazetteer (GOV),http://gov.genealogy.net/OPAWEKJO91CR,A settlement where German-speaking resettlers whose origins lay outside the borders of the German Reich were settled and given a farm during the 1939/1940 'Heim ins Reich' propaganda campaign.,
rue-a,Pajęczno,,1940,P,,https://doi.org/10.5281/zenodo.10665221,PL,Pajeczno (Peinstett),Gemeinde,300008372,,51.1469,18.995,,The Genealogical Gazetteer (GOV),http://gov.genealogy.net/PAJZNOJO91LD,A settlement where German-speaking resettlers whose origins lay outside the borders of the German Reich were settled and given a farm during the 1939/1940 'Heim ins Reich' propaganda campaign.,
rue-a,Pruszków,,1940,P,,https://doi.org/10.5281/zenodo.10665221,PL,Pruschkow;Pruszkow,Gemeinde,300008372,,51.5406,19.0604,,The Genealogical Gazetteer (GOV),http://gov.genealogy.net/PRUZKWJO91MM,A settlement where German-speaking resettlers whose origins lay outside the borders of the German Reich were settled and given a farm during the 1939/1940 'Heim ins Reich' propaganda campaign.,
rue-a,Rzgów,,1940,P,,https://doi.org/10.5281/zenodo.10665221,PL,Rzgow,Gemeinde,300008372,,51.6634,19.4918,,The Genealogical Gazetteer (GOV),http://gov.genealogy.net/RZGZGWJO91RP,A settlement where German-speaking resettlers whose origins lay outside the borders of the German Reich were settled and given a farm during the 1939/1940 'Heim ins Reich' propaganda campaign.,
rue-a,Sędziejowice,,1940,P,,https://doi.org/10.5281/zenodo.10665221,PL,Sedziejowice;Sendziejowice,Gemeinde,300008372,,51.5068,19.0276,,The Genealogical Gazetteer (GOV),http://gov.genealogy.net/SDZICEJO91MM,A settlement where German-speaking resettlers whose origins lay outside the borders of the German Reich were settled and given a farm during the 1939/1940 'Heim ins Reich' propaganda campaign.,
rue-a,Skalmierzyce,,1940,P,,https://doi.org/10.5281/zenodo.10665221,PL,Skalmierzyce;Neu Skalden;Skalmierzyce;Neu Skalden (Skalmierzyce);Skalmierzyce (Neu Skalden),Gemeinde,300008372,,51.7,17.98,,The Genealogical Gazetteer (GOV),http://gov.genealogy.net/SKAYCEJO81XQ,A settlement where German-speaking resettlers whose origins lay outside the borders of the German Reich were settled and given a farm during the 1939/1940 'Heim ins Reich' propaganda campaign.,
rue-a,Staw,,1940,P,,https://doi.org/10.5281/zenodo.10665221,PL,Staw (Teichen);Staw-Teichen,Gemeinde,300008372,,51.7088,18.3757,,The Genealogical Gazetteer (GOV),http://gov.genealogy.net/STATAWJO91ER,A settlement where German-speaking resettlers whose origins lay outside the borders of the German Reich were settled and given a farm during the 1939/1940 'Heim ins Reich' propaganda campaign.,
rue-a,Starzyny,,1940,P,,https://doi.org/10.5281/zenodo.10665221,PL,Starzyny,Gemeinde,300008372,,51.9728,19.0461,,The Genealogical Gazetteer (GOV),http://gov.genealogy.net/STAYNYJO91MX,A settlement where German-speaking resettlers whose origins lay outside the borders of the German Reich were settled and given a farm during the 1939/1940 'Heim ins Reich' propaganda campaign.,
rue-a,Czastary,,1940,P,,https://doi.org/10.5281/zenodo.10665221,PL,Czastary (Wildbad),Gemeinde,300008372,,51.2589,18.3217,,The Genealogical Gazetteer (GOV),http://gov.genealogy.net/TSCARYJO91DG,A settlement where German-speaking resettlers whose origins lay outside the borders of the German Reich were settled and given a farm during the 1939/1940 'Heim ins Reich' propaganda campaign.,
rue-a,Tum,,1940,P,,https://doi.org/10.5281/zenodo.10665221,PL,Tum,Gemeinde,300008372,,52.0561,19.2402,,The Genealogical Gazetteer (GOV),http://gov.genealogy.net/TUMTUMJO92OB,A settlement where German-speaking resettlers whose origins lay outside the borders of the German Reich were settled and given a farm during the 1939/1940 'Heim ins Reich' propaganda campaign.,
rue-a,Tykadłów,,1940,P,,https://doi.org/10.5281/zenodo.10665221,PL,Tykadlow (Weisenfelde);Tykadlow (Weizenfelde);Weizenfelde (Tykadlow),Gemeinde,300008372,,51.8579,18.1286,,The Genealogical Gazetteer (GOV),http://gov.genealogy.net/TYKADWJO91BU,A settlement where German-speaking resettlers whose origins lay outside the borders of the German Reich were settled and given a farm during the 1939/1940 'Heim ins Reich' propaganda campaign.,
rue-a,Wadlew,,1940,P,,https://doi.org/10.5281/zenodo.10665221,PL,Wadlew,Gemeinde,300008372,,51.5067,19.4042,,The Genealogical Gazetteer (GOV),http://gov.genealogy.net/WADLEWJO91QM,A settlement where German-speaking resettlers whose origins lay outside the borders of the German Reich were settled and given a farm during the 1939/1940 'Heim ins Reich' propaganda campaign.,
rue-a,Widawa,,1940,P,,https://doi.org/10.5281/zenodo.10665221,PL,Widawa,Gemeinde,300008372,,51.4385,18.9442,,The Genealogical Gazetteer (GOV),http://gov.genealogy.net/WIDAWAJO91LK,A settlement where German-speaking resettlers whose origins lay outside the borders of the German Reich were settled and given a farm during the 1939/1940 'Heim ins Reich' propaganda campaign.,
rue-a,Wodzierady,,1940,P,,https://doi.org/10.5281/zenodo.10665221,PL,Wodzierady,Gemeinde,300008372,,51.7183,19.1512,,The Genealogical Gazetteer (GOV),http://gov.genealogy.net/WODADYJO91NR,A settlement where German-speaking resettlers whose origins lay outside the borders of the German Reich were settled and given a farm during the 1939/1940 'Heim ins Reich' propaganda campaign.,
rue-a,Wróblew,,1940,P,,https://doi.org/10.5281/zenodo.10665221,PL,Wehrburg;Wehrourg/Wroblew;Wroblew (Wehrburg),Gemeinde,300008372,,51.6121,18.6149,,The Genealogical Gazetteer (GOV),http://gov.genealogy.net/WRBLEWJO91HO,A settlement where German-speaking resettlers whose origins lay outside the borders of the German Reich were settled and given a farm during the 1939/1940 'Heim ins Reich' propaganda campaign.,
rue-a,Groß Wysocko,,1940,P,,https://doi.org/10.5281/zenodo.10665221,PL,Gr. Hochkirch (Gr. Wysocko); Gr. Hochkirch; Gr. Wysocko;Hochkirch;Wysocko,Gemeinde,300008372,,51.62,17.85,,The Genealogical Gazetteer (GOV),http://gov.genealogy.net/WYSCKOJO81WO,A settlement where German-speaking resettlers whose origins lay outside the borders of the German Reich were settled and given a farm during the 1939/1940 'Heim ins Reich' propaganda campaign.,
rue-a,Gmina Strzałkowo,,1940,P,,https://doi.org/10.5281/zenodo.10665221,PL,Strahlau;Strahlen;Strzałkowo,Gemeinde,300008372,,52.31,17.818056,,The Genealogical Gazetteer (GOV),http://gov.genealogy.net/object_1071215,A settlement where German-speaking resettlers whose origins lay outside the borders of the German Reich were settled and given a farm during the 1939/1940 'Heim ins Reich' propaganda campaign.,
rue-a,Grabów,,1940,P,,https://doi.org/10.5281/zenodo.10665221,PL,Grabow;Weißbuchen;Grabow,Gemeinde,300008372,,50.5842,18.1272,,The Genealogical Gazetteer (GOV),http://gov.genealogy.net/object_187111,A settlement where German-speaking resettlers whose origins lay outside the borders of the German Reich were settled and given a farm during the 1939/1940 'Heim ins Reich' propaganda campaign.,
rue-a,Kalisch,,1940,P,,https://doi.org/10.5281/zenodo.10665221,PL,Kalisch-Land;Kalisch Land,Gemeinde,300008372,,51.33,17.955,,The Genealogical Gazetteer (GOV),http://gov.genealogy.net/object_356838,A settlement where German-speaking resettlers whose origins lay outside the borders of the German Reich were settled and given a farm during the 1939/1940 'Heim ins Reich' propaganda campaign.,
rue-a,Groß Topola,,1940,P,,https://doi.org/10.5281/zenodo.10665221,PL,Topola,Gemeinde,300008372,,51.6,17.75,,The Genealogical Gazetteer (GOV),http://gov.genealogy.net/object_404271,A settlement where German-speaking resettlers whose origins lay outside the borders of the German Reich were settled and given a farm during the 1939/1940 'Heim ins Reich' propaganda campaign.,
rue-a,Gmina Biała,,1940,P,,https://doi.org/10.5281/zenodo.10665221,PL,Biala;Biała;Biała-Parcela,Gemeinde,300000809,,51.266389,18.439167,,The Genealogical Gazetteer (GOV),https://gov.genealogy.net/item/show/BIAIAAJO91FG,A settlement where German-speaking resettlers whose origins lay outside the borders of the German Reich were settled and given a farm during the 1939/1940 'Heim ins Reich' propaganda campaign.,
